40, 0.5
295, 0.5
243, 1
107, 1
349, 0
76, 1
397, 0.5
310, 1
83, 1
124, 0.5
53, 1
104, 1
98, 0.5
379, 1
27, 0
358, 0
335, 1
361, 0.5
117, 0
147, 1
309, 0.5
281, 0
74, 1
367, 1
212, 0
38, 0.5
394, 1
369, 0.5
385, 1
269, 1
136, 0.5
251, 1
404, 1
188, 1
70, 1
50, 0.5
238, 1
318, 1
255, 0
326, 1
106, 1
382, 1
87, 1
374, 0.5
215, 0.5
134, 1
194, 1
314, 1
340, 0
265, 0
252, 1
54, 1
39, 0.5
95, 1
220, 0
208, 0
143, 1
19, 1
67, 1
213, 0
316, 1
341, 0
122, 1
92, 0.5
81, 1
263, 0
145, 0
407, 1
359, 1
353, 1
164, 1
222, 1
191, 1
60, 1
36, 1
396, 1
84, 1
109, 0
179, 1
79, 0
146, 1
292, 1
51, 0
235, 1
210, 0
296, 0
86, 0
400, 0
162, 0
174, 1
197, 1
175, 1
182, 1
173, 1
154, 1
180, 1
61, 1
350, 1
352, 1
285, 0.5
