188, 1
143, 1
40, 0.5
62, 0.5
20, 0.5
92, 0.5
274, 0.5
254, 1
331, 0
287, 1
222, 1
372, 1
80, 1
307, 1
396, 1
403, 1
384, 1
259, 0.5
7, 1
263, 0
138, 1
30, 0.5
221, 0
301, 1
120, 0
129, 1
117, 0.5
305, 1
214, 1
65, 0.5
341, 0.5
278, 0.5
67, 0.5
397, 0
286, 1
170, 1
316, 1
151, 0.5
272, 0.5
22, 1
79, 1
319, 1
149, 0
139, 1
105, 0
332, 0
145, 1
52, 1
157, 1
257, 0
200, 1
277, 0.5
4, 1
82, 1
8, 1
269, 0.5
270, 0.5
50, 0.5
377, 1
336, 1
351, 1
352, 1
26, 0.5
302, 1
146, 1
345, 1
298, 1
260, 1
186, 1
208, 0
55, 1
43, 1
349, 1
108, 1
224, 0.5
39, 0.5
297, 0.5
29, 0.5
250, 1
220, 0
312, 1
194, 0.5
300, 1
252, 1
264, 0
374, 0
354, 0.5
173, 0.5
3, 1
88, 0.5
75, 1
322, 1
344, 0.5
87, 0.5
132, 0.5
169, 1
338, 0
163, 0
295, 0
96, 0
