46, 0
162, 1
395, 1
225, 0
13, 0.5
134, 0.5
81, 0.5
277, 1
352, 1
325, 1
375, 0
242, 0.5
144, 0
326, 1
138, 1
121, 1
384, 1
392, 1
253, 0
271, 1
347, 0
262, 1
191, 1
205, 1
316, 1
202, 0.5
398, 0
18, 1
7, 0.5
311, 0
382, 0.5
140, 0.5
354, 0
391, 0
4, 1
165, 1
110, 1
98, 1
146, 1
407, 1
396, 0.5
150, 1
307, 1
15, 1
175, 0
97, 0
167, 0
224, 0.5
179, 1
94, 0
285, 1
102, 0.5
268, 0
87, 1
92, 1
337, 1
338, 1
218, 1
169, 1
291, 0
109, 1
158, 1
9, 1
319, 1
359, 0
255, 0
240, 1
133, 1
304, 1
75, 0
406, 0
203, 1
61, 0
400, 0
148, 1
332, 0.5
156, 1
296, 0
299, 0
85, 1
64, 0.5
163, 1
39, 0.5
99, 0.5
17, 1
170, 1
84, 1
298, 1
159, 1
328, 0
310, 1
276, 1
405, 1
385, 1
373, 1
70, 1
300, 0
189, 0.5
96, 0.5
186, 1
