150, 1
75, 1
136, 0.5
77, 1
41, 1
146, 1
252, 1
267, 1
328, 0
31, 0
2, 0.5
351, 1
236, 1
174, 0
34, 1
233, 1
181, 0.5
48, 0.5
176, 1
322, 1
199, 1
40, 0.5
223, 1
112, 1
11, 1
80, 1
62, 0.5
103, 1
39, 1
317, 1
269, 1
257, 1
396, 1
117, 0
24, 1
329, 1
189, 1
186, 1
116, 1
52, 1
12, 1
27, 0
390, 1
361, 1
327, 1
162, 1
345, 0.5
60, 0.5
28, 0.5
115, 1
358, 0.5
102, 0.5
258, 1
344, 0.5
93, 0.5
108, 0.5
394, 1
144, 0.5
405, 1
316, 1
9, 0.5
119, 1
46, 0
10, 0
187, 1
61, 0
212, 0
367, 1
375, 0.5
0, 0.5
25, 0.5
376, 0.5
365, 0.5
121, 0.5
169, 0
290, 0.5
381, 1
250, 1
231, 0.5
190, 1
5, 1
118, 1
3, 1
69, 0.5
378, 1
271, 0
33, 0
73, 0
219, 0.5
23, 0.5
16, 0.5
21, 0.5
386, 1
151, 1
282, 0
402, 1
180, 1
57, 1
126, 1
191, 1
