295, 1
87, 0.5
93, 0.5
135, 1
116, 0.5
37, 0.5
173, 0.5
181, 0.5
170, 1
303, 1
308, 1
62, 1
353, 0
22, 1
251, 1
397, 1
327, 1
315, 0.5
184, 0
186, 0.5
283, 0.5
94, 1
177, 0
190, 1
179, 0.5
156, 1
263, 1
28, 1
1, 0.5
343, 1
178, 0
75, 0
187, 0.5
191, 1
192, 0
262, 1
249, 0.5
210, 1
182, 0.5
238, 0
392, 1
369, 1
153, 0.5
285, 0.5
281, 0.5
57, 1
38, 0
228, 0
78, 1
270, 1
293, 0.5
102, 0
235, 0
301, 1
114, 1
305, 1
158, 1
314, 1
310, 0.5
23, 0.5
271, 0
306, 0.5
21, 0.5
152, 0.5
302, 1
26, 0
362, 0
237, 1
104, 1
288, 0.5
176, 0.5
219, 0
117, 0
60, 1
73, 0
56, 1
108, 1
347, 1
400, 0.5
58, 1
139, 0.5
59, 0
389, 1
63, 0.5
154, 0
406, 0
322, 1
273, 1
275, 0
171, 0
352, 1
133, 1
42, 1
309, 1
144, 1
199, 0
142, 0.5
167, 1
106, 0.5
16, 1
